0,1,2,3,4
Belgium,3 - 0,Panama,43,13
Belgium,2 - 0,Tunesia,43,27
Belgium,1 - 2,England,43,-45
Panama,3 - 1,Tunesia,43,47
Panama,1 - 1,England,43,-30
Tunesia,0 - 2,England,43,14
Poland,2 - 3,Senegal,43,16
Poland,1 - 1,Colombia,43,32
Poland,1 - 2,Japan,43,-48
Senegal,2 - 2,Colombia,43,46
Senegal,2 - 2,Japan,43,-31
Colombia,3 - 1,Japan,43,15
Russia,3 - 0,Saudi Arabia,44,1
Russia,1 - 2,Egypt,44,17
Russia,1 - 2,Uruguay,44,-34
Saudi Arabia,0 - 1,Egypt,44,33
Saudi Arabia,1 - 2,Uruguay,44,-19
Egypt,2 - 1,Uruguay,44,2
Portugal,2 - 3,Spain,44,4
Portugal,3 - 1,Morocco,44,18
Portugal,1 - 0,Iran,44,-35
Spain,3 - 0,Morocco,44,36
Spain,2 - 0,Iran,44,-20
Morocco,0 - 1,Iran,44,3
France,2 - 1,Australia,44,5
France,4 - 0,Peru,44,22
France,2 - 3,Denmark,44,-38
Australia,2 - 3,Peru,44,37
Australia,0 - 3,Denmark,44,-21
Peru,3 - 1,Denmark,44,7
Argentina,3 - 3,Island,44,6
Argentina,1 - 1,Croatia,44,23
Argentina,4 - 0,Nigeria,44,-39
Island,2 - 2,Croatia,44,40
Island,0 - 2,Nigeria,44,-25
Croatia,1 - 0,Nigeria,44,8
Brazil,0 - 1,Switzerland,44,11
Brazil,4 - 0,Costa Rica,44,24
Brazil,4 - 1,Serbia,44,-43
Switzerland,3 - 1,Costa Rica,44,44
Switzerland,3 - 2,Serbia,44,-26
Costa Rica,3 - 2,Serbia,44,9
Germany,0 - 1,Mexico,44,10
Germany,3 - 0,Sweden,44,29
Germany,6 - 2,South Korea,44,-42
Mexico,1 - 4,Sweden,44,41
Mexico,2 - 0,South Korea,44,-28
Sweden,2 - 0,South Korea,44,12
Belgium,1 - 0,Panama,44,13
Belgium,3 - 1,Tunesia,44,27
Belgium,1 - 3,England,44,-45
Panama,1 - 4,Tunesia,44,47
Panama,0 - 2,England,44,-30
Tunesia,0 - 4,England,44,14
Poland,1 - 2,Senegal,44,16
Poland,0 - 1,Colombia,44,32
Poland,3 - 1,Japan,44,-48
Senegal,2 - 2,Colombia,44,46
Senegal,1 - 1,Japan,44,-31
Colombia,1 - 0,Japan,44,15
Russia,5 - 0,Saudi Arabia,45,1
Russia,4 - 4,Egypt,45,17
Russia,1 - 3,Uruguay,45,-34
Saudi Arabia,0 - 2,Egypt,45,33
Saudi Arabia,0 - 2,Uruguay,45,-19
Egypt,0 - 4,Uruguay,45,2
Portugal,0 - 0,Spain,45,4
Portugal,3 - 0,Morocco,45,18
Portugal,2 - 0,Iran,45,-35
Spain,2 - 0,Morocco,45,36
Spain,5 - 1,Iran,45,-20
Morocco,1 - 0,Iran,45,3
France,2 - 1,Australia,45,5
France,3 - 0,Peru,45,22
France,4 - 1,Denmark,45,-38
Australia,0 - 3,Peru,45,37
Australia,1 - 4,Denmark,45,-21
Peru,1 - 1,Denmark,45,7
Argentina,3 - 1,Island,45,6
Argentina,2 - 0,Croatia,45,23
Argentina,2 - 0,Nigeria,45,-39
Island,1 - 2,Croatia,45,40
Island,5 - 1,Nigeria,45,-25
Croatia,3 - 0,Nigeria,45,8
Brazil,2 - 1,Switzerland,45,11
Brazil,2 - 0,Costa Rica,45,24
Brazil,3 - 3,Serbia,45,-43
Switzerland,2 - 0,Costa Rica,45,44
Switzerland,0 - 2,Serbia,45,-26
Costa Rica,1 - 2,Serbia,45,9
Germany,2 - 1,Mexico,45,10
Germany,2 - 1,Sweden,45,29
Germany,1 - 1,South Korea,45,-42
Mexico,1 - 1,Sweden,45,41
Mexico,2 - 2,South Korea,45,-28
Sweden,1 - 0,South Korea,45,12
Belgium,3 - 0,Panama,45,13
Belgium,2 - 1,Tunesia,45,27
Belgium,1 - 2,England,45,-45
Panama,1 - 1,Tunesia,45,47
Panama,1 - 1,England,45,-30
Tunesia,1 - 2,England,45,14
Poland,3 - 1,Senegal,45,16
Poland,3 - 4,Colombia,45,32
Poland,1 - 0,Japan,45,-48
Senegal,1 - 1,Colombia,45,46
Senegal,2 - 2,Japan,45,-31
Colombia,3 - 0,Japan,45,15
Russia,2 - 4,Saudi Arabia,46,1
Russia,1 - 1,Egypt,46,17
Russia,1 - 1,Uruguay,46,-34
Saudi Arabia,1 - 2,Egypt,46,33
Saudi Arabia,1 - 3,Uruguay,46,-19
Egypt,1 - 2,Uruguay,46,2
Portugal,2 - 1,Spain,46,4
Portugal,2 - 0,Morocco,46,18
Portugal,5 - 1,Iran,46,-35
Spain,3 - 0,Morocco,46,36
Spain,5 - 1,Iran,46,-20
Morocco,1 - 3,Iran,46,3
France,5 - 0,Australia,46,5
France,2 - 2,Peru,46,22
France,3 - 3,Denmark,46,-38
Australia,2 - 3,Peru,46,37
Australia,2 - 5,Denmark,46,-21
Peru,0 - 0,Denmark,46,7
Argentina,1 - 0,Island,46,6
Argentina,2 - 0,Croatia,46,23
Argentina,3 - 1,Nigeria,46,-39
Island,2 - 4,Croatia,46,40
Island,2 - 2,Nigeria,46,-25
Croatia,2 - 0,Nigeria,46,8
Brazil,4 - 0,Switzerland,46,11
Brazil,4 - 0,Costa Rica,46,24
Brazil,1 - 0,Serbia,46,-43
Switzerland,2 - 1,Costa Rica,46,44
Switzerland,1 - 1,Serbia,46,-26
Costa Rica,1 - 1,Serbia,46,9
Germany,2 - 1,Mexico,46,10
Germany,2 - 1,Sweden,46,29
Germany,2 - 1,South Korea,46,-42
Mexico,0 - 0,Sweden,46,41
Mexico,0 - 3,South Korea,46,-28
Sweden,1 - 0,South Korea,46,12
Belgium,4 - 1,Panama,46,13
Belgium,2 - 0,Tunesia,46,27
Belgium,0 - 2,England,46,-45
Panama,0 - 1,Tunesia,46,47
Panama,0 - 3,England,46,-30
Tunesia,0 - 3,England,46,14
Poland,1 - 2,Senegal,46,16
Poland,1 - 5,Colombia,46,32
Poland,3 - 2,Japan,46,-48
Senegal,3 - 2,Colombia,46,46
Senegal,3 - 2,Japan,46,-31
Colombia,2 - 3,Japan,46,15
Russia,1 - 1,Saudi Arabia,47,1
Russia,2 - 2,Egypt,47,17
Russia,1 - 2,Uruguay,47,-34
Saudi Arabia,2 - 2,Egypt,47,33
Saudi Arabia,1 - 1,Uruguay,47,-19
Egypt,0 - 5,Uruguay,47,2
Portugal,0 - 2,Spain,47,4
Portugal,2 - 1,Morocco,47,18
Portugal,1 - 0,Iran,47,-35
Spain,1 - 1,Morocco,47,36
Spain,5 - 0,Iran,47,-20
Morocco,1 - 0,Iran,47,3
France,2 - 1,Australia,47,5
France,3 - 0,Peru,47,22
France,0 - 1,Denmark,47,-38
Australia,0 - 2,Peru,47,37
Australia,1 - 3,Denmark,47,-21
Peru,1 - 2,Denmark,47,7
Argentina,3 - 0,Island,47,6
Argentina,2 - 1,Croatia,47,23
Argentina,3 - 3,Nigeria,47,-39
Island,1 - 4,Croatia,47,40
Island,1 - 1,Nigeria,47,-25
Croatia,2 - 0,Nigeria,47,8
Brazil,2 - 2,Switzerland,47,11
Brazil,2 - 1,Costa Rica,47,24
Brazil,3 - 2,Serbia,47,-43
Switzerland,2 - 1,Costa Rica,47,44
Switzerland,2 - 2,Serbia,47,-26
Costa Rica,2 - 1,Serbia,47,9
Germany,1 - 0,Mexico,47,10
Germany,1 - 1,Sweden,47,29
Germany,0 - 2,South Korea,47,-42
Mexico,2 - 0,Sweden,47,41
Mexico,3 - 1,South Korea,47,-28
Sweden,1 - 1,South Korea,47,12
Belgium,2 - 2,Panama,47,13
Belgium,3 - 1,Tunesia,47,27
Belgium,1 - 3,England,47,-45
Panama,3 - 2,Tunesia,47,47
Panama,0 - 1,England,47,-30
Tunesia,0 - 1,England,47,14
Poland,3 - 3,Senegal,47,16
Poland,1 - 1,Colombia,47,32
Poland,2 - 0,Japan,47,-48
Senegal,2 - 2,Colombia,47,46
Senegal,4 - 1,Japan,47,-31
Colombia,3 - 0,Japan,47,15
Russia,0 - 0,Saudi Arabia,48,1
Russia,4 - 2,Egypt,48,17
Russia,0 - 1,Uruguay,48,-34
Saudi Arabia,2 - 6,Egypt,48,33
Saudi Arabia,1 - 3,Uruguay,48,-19
Egypt,1 - 2,Uruguay,48,2
Portugal,0 - 1,Spain,48,4
Portugal,3 - 2,Morocco,48,18
Portugal,4 - 1,Iran,48,-35
Spain,4 - 0,Morocco,48,36
Spain,4 - 0,Iran,48,-20
Morocco,0 - 3,Iran,48,3
France,3 - 1,Australia,48,5
France,1 - 0,Peru,48,22
France,1 - 1,Denmark,48,-38
Australia,1 - 3,Peru,48,37
Australia,0 - 3,Denmark,48,-21
Peru,1 - 3,Denmark,48,7
Argentina,1 - 1,Island,48,6
Argentina,0 - 0,Croatia,48,23
Argentina,2 - 0,Nigeria,48,-39
Island,1 - 1,Croatia,48,40
Island,2 - 0,Nigeria,48,-25
Croatia,2 - 0,Nigeria,48,8
Brazil,2 - 1,Switzerland,48,11
Brazil,4 - 0,Costa Rica,48,24
Brazil,2 - 0,Serbia,48,-43
Switzerland,0 - 1,Costa Rica,48,44
Switzerland,1 - 2,Serbia,48,-26
Costa Rica,1 - 2,Serbia,48,9
Germany,1 - 2,Mexico,48,10
Germany,3 - 1,Sweden,48,29
Germany,4 - 2,South Korea,48,-42
Mexico,1 - 2,Sweden,48,41
Mexico,1 - 0,South Korea,48,-28
Sweden,5 - 2,South Korea,48,12
Belgium,3 - 2,Panama,48,13
Belgium,3 - 0,Tunesia,48,27
Belgium,2 - 1,England,48,-45
Panama,0 - 1,Tunesia,48,47
Panama,0 - 2,England,48,-30
Tunesia,0 - 2,England,48,14
Poland,2 - 1,Senegal,48,16
Poland,3 - 2,Colombia,48,32
Poland,4 - 3,Japan,48,-48
Senegal,2 - 3,Colombia,48,46
Senegal,0 - 1,Japan,48,-31
Colombia,4 - 1,Japan,48,15
Russia,3 - 1,Saudi Arabia,49,1
Russia,2 - 4,Egypt,49,17
Russia,2 - 1,Uruguay,49,-34
Saudi Arabia,1 - 1,Egypt,49,33
Saudi Arabia,0 - 3,Uruguay,49,-19
Egypt,1 - 2,Uruguay,49,2
Portugal,1 - 4,Spain,49,4
Portugal,4 - 1,Morocco,49,18
Portugal,4 - 0,Iran,49,-35
Spain,1 - 0,Morocco,49,36
Spain,1 - 0,Iran,49,-20
Morocco,1 - 1,Iran,49,3
France,2 - 1,Australia,49,5
France,0 - 0,Peru,49,22
France,4 - 0,Denmark,49,-38
Australia,2 - 4,Peru,49,37
Australia,2 - 1,Denmark,49,-21
Peru,0 - 2,Denmark,49,7
Argentina,2 - 0,Island,49,6
Argentina,4 - 0,Croatia,49,23
Argentina,0 - 1,Nigeria,49,-39
Island,2 - 1,Croatia,49,40
Island,3 - 0,Nigeria,49,-25
Croatia,0 - 0,Nigeria,49,8
Brazil,1 - 0,Switzerland,49,11
Brazil,4 - 1,Costa Rica,49,24
Brazil,1 - 0,Serbia,49,-43
Switzerland,1 - 1,Costa Rica,49,44
Switzerland,2 - 0,Serbia,49,-26
Costa Rica,0 - 1,Serbia,49,9
Germany,3 - 2,Mexico,49,10
Germany,1 - 1,Sweden,49,29
Germany,4 - 2,South Korea,49,-42
Mexico,2 - 1,Sweden,49,41
Mexico,3 - 2,South Korea,49,-28
Sweden,3 - 1,South Korea,49,12
Belgium,2 - 0,Panama,49,13
Belgium,4 - 2,Tunesia,49,27
Belgium,2 - 0,England,49,-45
Panama,3 - 1,Tunesia,49,47
Panama,1 - 4,England,49,-30
Tunesia,0 - 3,England,49,14
Poland,2 - 2,Senegal,49,16
Poland,2 - 2,Colombia,49,32
Poland,1 - 2,Japan,49,-48
Senegal,3 - 4,Colombia,49,46
Senegal,2 - 4,Japan,49,-31
Colombia,3 - 0,Japan,49,15
Russia,6 - 0,Saudi Arabia,50,1
Russia,1 - 3,Egypt,50,17
Russia,0 - 4,Uruguay,50,-34
Saudi Arabia,0 - 2,Egypt,50,33
Saudi Arabia,0 - 1,Uruguay,50,-19
Egypt,2 - 1,Uruguay,50,2
Portugal,3 - 5,Spain,50,4
Portugal,2 - 1,Morocco,50,18
Portugal,1 - 0,Iran,50,-35
Spain,1 - 0,Morocco,50,36
Spain,2 - 1,Iran,50,-20
Morocco,1 - 2,Iran,50,3
France,4 - 1,Australia,50,5
France,2 - 0,Peru,50,22
France,4 - 0,Denmark,50,-38
Australia,2 - 4,Peru,50,37
Australia,3 - 1,Denmark,50,-21
Peru,1 - 3,Denmark,50,7
Argentina,3 - 1,Island,50,6
Argentina,2 - 3,Croatia,50,23
Argentina,2 - 0,Nigeria,50,-39
Island,0 - 5,Croatia,50,40
Island,2 - 4,Nigeria,50,-25
Croatia,2 - 2,Nigeria,50,8
Brazil,1 - 1,Switzerland,50,11
Brazil,2 - 1,Costa Rica,50,24
Brazil,3 - 0,Serbia,50,-43
Switzerland,0 - 0,Costa Rica,50,44
Switzerland,3 - 1,Serbia,50,-26
Costa Rica,2 - 2,Serbia,50,9
Germany,1 - 1,Mexico,50,10
Germany,2 - 1,Sweden,50,29
Germany,2 - 1,South Korea,50,-42
Mexico,0 - 0,Sweden,50,41
Mexico,2 - 1,South Korea,50,-28
Sweden,1 - 0,South Korea,50,12
Belgium,5 - 2,Panama,50,13
Belgium,0 - 1,Tunesia,50,27
Belgium,1 - 2,England,50,-45
Panama,0 - 1,Tunesia,50,47
Panama,0 - 2,England,50,-30
Tunesia,0 - 2,England,50,14
Poland,1 - 3,Senegal,50,16
Poland,4 - 0,Colombia,50,32
Poland,5 - 0,Japan,50,-48
Senegal,2 - 0,Colombia,50,46
Senegal,0 - 3,Japan,50,-31
Colombia,3 - 0,Japan,50,15
Russia,3 - 2,Saudi Arabia,51,1
Russia,1 - 1,Egypt,51,17
Russia,2 - 2,Uruguay,51,-34
Saudi Arabia,0 - 2,Egypt,51,33
Saudi Arabia,1 - 4,Uruguay,51,-19
Egypt,0 - 3,Uruguay,51,2
Portugal,2 - 3,Spain,51,4
Portugal,2 - 1,Morocco,51,18
Portugal,2 - 1,Iran,51,-35
Spain,1 - 2,Morocco,51,36
Spain,3 - 0,Iran,51,-20
Morocco,0 - 0,Iran,51,3
France,2 - 1,Australia,51,5
France,4 - 0,Peru,51,22
France,0 - 1,Denmark,51,-38
Australia,0 - 1,Peru,51,37
Australia,1 - 3,Denmark,51,-21
Peru,1 - 2,Denmark,51,7
Argentina,2 - 0,Island,51,6
Argentina,0 - 3,Croatia,51,23
Argentina,2 - 1,Nigeria,51,-39
Island,2 - 2,Croatia,51,40
Island,5 - 1,Nigeria,51,-25
Croatia,0 - 3,Nigeria,51,8
Brazil,0 - 0,Switzerland,51,11
Brazil,3 - 1,Costa Rica,51,24
Brazil,3 - 0,Serbia,51,-43
Switzerland,1 - 2,Costa Rica,51,44
Switzerland,1 - 1,Serbia,51,-26
Costa Rica,0 - 5,Serbia,51,9
Germany,3 - 1,Mexico,51,10
Germany,0 - 0,Sweden,51,29
Germany,4 - 1,South Korea,51,-42
Mexico,0 - 1,Sweden,51,41
Mexico,1 - 0,South Korea,51,-28
Sweden,2 - 3,South Korea,51,12
Belgium,3 - 0,Panama,51,13
Belgium,7 - 0,Tunesia,51,27
Belgium,1 - 4,England,51,-45
Panama,3 - 1,Tunesia,51,47
Panama,0 - 3,England,51,-30
Tunesia,1 - 1,England,51,14
Poland,1 - 4,Senegal,51,16
Poland,3 - 0,Colombia,51,32
Poland,2 - 3,Japan,51,-48
Senegal,2 - 2,Colombia,51,46
Senegal,4 - 5,Japan,51,-31
Colombia,1 - 1,Japan,51,15
Russia,4 - 1,Saudi Arabia,52,1
Russia,1 - 2,Egypt,52,17
Russia,3 - 2,Uruguay,52,-34
Saudi Arabia,3 - 2,Egypt,52,33
Saudi Arabia,0 - 4,Uruguay,52,-19
Egypt,0 - 1,Uruguay,52,2
Portugal,0 - 4,Spain,52,4
Portugal,1 - 1,Morocco,52,18
Portugal,4 - 2,Iran,52,-35
Spain,2 - 2,Morocco,52,36
Spain,0 - 0,Iran,52,-20
Morocco,3 - 2,Iran,52,3
France,2 - 2,Australia,52,5
France,3 - 1,Peru,52,22
France,3 - 2,Denmark,52,-38
Australia,5 - 0,Peru,52,37
Australia,0 - 3,Denmark,52,-21
Peru,2 - 2,Denmark,52,7
Argentina,3 - 0,Island,52,6
Argentina,4 - 0,Croatia,52,23
Argentina,0 - 2,Nigeria,52,-39
Island,0 - 1,Croatia,52,40
Island,4 - 1,Nigeria,52,-25
Croatia,2 - 1,Nigeria,52,8
Brazil,2 - 0,Switzerland,52,11
Brazil,3 - 3,Costa Rica,52,24
Brazil,0 - 0,Serbia,52,-43
Switzerland,2 - 2,Costa Rica,52,44
Switzerland,1 - 1,Serbia,52,-26
Costa Rica,1 - 5,Serbia,52,9
Germany,5 - 1,Mexico,52,10
Germany,3 - 1,Sweden,52,29
Germany,5 - 0,South Korea,52,-42
Mexico,1 - 2,Sweden,52,41
Mexico,4 - 2,South Korea,52,-28
Sweden,2 - 2,South Korea,52,12
Belgium,1 - 1,Panama,52,13
Belgium,2 - 0,Tunesia,52,27
Belgium,2 - 3,England,52,-45
Panama,0 - 4,Tunesia,52,47
Panama,0 - 4,England,52,-30
Tunesia,2 - 0,England,52,14
Poland,1 - 3,Senegal,52,16
Poland,0 - 6,Colombia,52,32
Poland,1 - 3,Japan,52,-48
Senegal,3 - 4,Colombia,52,46
Senegal,1 - 1,Japan,52,-31
Colombia,2 - 2,Japan,52,15
Russia,1 - 3,Saudi Arabia,53,1
Russia,2 - 1,Egypt,53,17
Russia,0 - 2,Uruguay,53,-34
Saudi Arabia,0 - 0,Egypt,53,33
Saudi Arabia,2 - 3,Uruguay,53,-19
Egypt,1 - 3,Uruguay,53,2
Portugal,3 - 2,Spain,53,4
Portugal,1 - 0,Morocco,53,18
Portugal,4 - 2,Iran,53,-35
Spain,1 - 0,Morocco,53,36
Spain,2 - 2,Iran,53,-20
Morocco,2 - 0,Iran,53,3
France,2 - 1,Australia,53,5
France,3 - 2,Peru,53,22
France,2 - 0,Denmark,53,-38
Australia,0 - 3,Peru,53,37
Australia,1 - 5,Denmark,53,-21
Peru,0 - 3,Denmark,53,7
Argentina,2 - 2,Island,53,6
Argentina,1 - 3,Croatia,53,23
Argentina,3 - 1,Nigeria,53,-39
Island,1 - 2,Croatia,53,40
Island,3 - 2,Nigeria,53,-25
Croatia,3 - 4,Nigeria,53,8
Brazil,3 - 0,Switzerland,53,11
Brazil,3 - 3,Costa Rica,53,24
Brazil,1 - 1,Serbia,53,-43
Switzerland,0 - 1,Costa Rica,53,44
Switzerland,2 - 0,Serbia,53,-26
Costa Rica,1 - 0,Serbia,53,9
Germany,3 - 0,Mexico,53,10
Germany,3 - 1,Sweden,53,29
Germany,3 - 1,South Korea,53,-42
Mexico,2 - 2,Sweden,53,41
Mexico,2 - 1,South Korea,53,-28
Sweden,1 - 2,South Korea,53,12
Belgium,2 - 0,Panama,53,13
Belgium,3 - 1,Tunesia,53,27
Belgium,0 - 1,England,53,-45
Panama,2 - 1,Tunesia,53,47
Panama,0 - 0,England,53,-30
Tunesia,3 - 4,England,53,14
Poland,1 - 5,Senegal,53,16
Poland,1 - 1,Colombia,53,32
Poland,5 - 3,Japan,53,-48
Senegal,1 - 2,Colombia,53,46
Senegal,2 - 2,Japan,53,-31
Colombia,0 - 1,Japan,53,15
Russia,3 - 1,Saudi Arabia,54,1
Russia,3 - 3,Egypt,54,17
Russia,0 - 3,Uruguay,54,-34
Saudi Arabia,1 - 4,Egypt,54,33
Saudi Arabia,1 - 3,Uruguay,54,-19
Egypt,1 - 5,Uruguay,54,2
Portugal,2 - 1,Spain,54,4
Portugal,2 - 1,Morocco,54,18
Portugal,3 - 0,Iran,54,-35
Spain,2 - 1,Morocco,54,36
Spain,3 - 0,Iran,54,-20
Morocco,3 - 1,Iran,54,3
France,4 - 0,Australia,54,5
France,2 - 2,Peru,54,22
France,4 - 1,Denmark,54,-38
Australia,2 - 0,Peru,54,37
Australia,0 - 2,Denmark,54,-21
Peru,1 - 3,Denmark,54,7
Argentina,3 - 0,Island,54,6
Argentina,0 - 0,Croatia,54,23
Argentina,1 - 1,Nigeria,54,-39
Island,1 - 1,Croatia,54,40
Island,2 - 0,Nigeria,54,-25
Croatia,2 - 2,Nigeria,54,8
Brazil,1 - 1,Switzerland,54,11
Brazil,2 - 2,Costa Rica,54,24
Brazil,3 - 0,Serbia,54,-43
Switzerland,4 - 0,Costa Rica,54,44
Switzerland,2 - 2,Serbia,54,-26
Costa Rica,0 - 2,Serbia,54,9
Germany,1 - 2,Mexico,54,10
Germany,5 - 1,Sweden,54,29
Germany,2 - 0,South Korea,54,-42
Mexico,2 - 2,Sweden,54,41
Mexico,2 - 0,South Korea,54,-28
Sweden,3 - 1,South Korea,54,12
Belgium,1 - 1,Panama,54,13
Belgium,4 - 1,Tunesia,54,27
Belgium,2 - 2,England,54,-45
Panama,3 - 1,Tunesia,54,47
Panama,0 - 1,England,54,-30
Tunesia,0 - 2,England,54,14
Poland,3 - 1,Senegal,54,16
Poland,1 - 3,Colombia,54,32
Poland,1 - 0,Japan,54,-48
Senegal,1 - 0,Colombia,54,46
Senegal,2 - 0,Japan,54,-31
Colombia,2 - 0,Japan,54,15
Russia,2 - 0,Saudi Arabia,55,1
Russia,1 - 2,Egypt,55,17
Russia,0 - 2,Uruguay,55,-34
Saudi Arabia,1 - 2,Egypt,55,33
Saudi Arabia,0 - 3,Uruguay,55,-19
Egypt,0 - 2,Uruguay,55,2
Portugal,0 - 4,Spain,55,4
Portugal,3 - 1,Morocco,55,18
Portugal,2 - 0,Iran,55,-35
Spain,1 - 1,Morocco,55,36
Spain,3 - 0,Iran,55,-20
Morocco,2 - 1,Iran,55,3
France,2 - 0,Australia,55,5
France,3 - 1,Peru,55,22
France,3 - 1,Denmark,55,-38
Australia,1 - 1,Peru,55,37
Australia,1 - 0,Denmark,55,-21
Peru,0 - 3,Denmark,55,7
Argentina,2 - 1,Island,55,6
Argentina,2 - 1,Croatia,55,23
Argentina,3 - 3,Nigeria,55,-39
Island,0 - 4,Croatia,55,40
Island,0 - 1,Nigeria,55,-25
Croatia,2 - 2,Nigeria,55,8
Brazil,4 - 2,Switzerland,55,11
Brazil,5 - 0,Costa Rica,55,24
Brazil,1 - 0,Serbia,55,-43
Switzerland,0 - 1,Costa Rica,55,44
Switzerland,2 - 2,Serbia,55,-26
Costa Rica,1 - 3,Serbia,55,9
Germany,3 - 0,Mexico,55,10
Germany,3 - 2,Sweden,55,29
Germany,3 - 1,South Korea,55,-42
Mexico,2 - 1,Sweden,55,41
Mexico,1 - 2,South Korea,55,-28
Sweden,0 - 0,South Korea,55,12
Belgium,3 - 0,Panama,55,13
Belgium,2 - 2,Tunesia,55,27
Belgium,2 - 0,England,55,-45
Panama,1 - 5,Tunesia,55,47
Panama,0 - 2,England,55,-30
Tunesia,0 - 3,England,55,14
Poland,2 - 1,Senegal,55,16
Poland,2 - 2,Colombia,55,32
Poland,3 - 0,Japan,55,-48
Senegal,1 - 2,Colombia,55,46
Senegal,3 - 1,Japan,55,-31
Colombia,3 - 1,Japan,55,15
Russia,2 - 2,Saudi Arabia,56,1
Russia,2 - 1,Egypt,56,17
Russia,0 - 2,Uruguay,56,-34
Saudi Arabia,1 - 3,Egypt,56,33
Saudi Arabia,0 - 2,Uruguay,56,-19
Egypt,0 - 4,Uruguay,56,2
Portugal,1 - 1,Spain,56,4
Portugal,2 - 0,Morocco,56,18
Portugal,2 - 0,Iran,56,-35
Spain,3 - 1,Morocco,56,36
Spain,3 - 0,Iran,56,-20
Morocco,1 - 1,Iran,56,3
France,2 - 0,Australia,56,5
France,2 - 0,Peru,56,22
France,2 - 1,Denmark,56,-38
Australia,1 - 2,Peru,56,37
Australia,0 - 2,Denmark,56,-21
Peru,0 - 1,Denmark,56,7
Argentina,1 - 0,Island,56,6
Argentina,3 - 1,Croatia,56,23
Argentina,2 - 2,Nigeria,56,-39
Island,2 - 2,Croatia,56,40
Island,2 - 1,Nigeria,56,-25
Croatia,4 - 1,Nigeria,56,8
Brazil,4 - 2,Switzerland,56,11
Brazil,4 - 0,Costa Rica,56,24
Brazil,4 - 2,Serbia,56,-43
Switzerland,2 - 1,Costa Rica,56,44
Switzerland,2 - 0,Serbia,56,-26
Costa Rica,1 - 3,Serbia,56,9
Germany,3 - 2,Mexico,56,10
Germany,5 - 0,Sweden,56,29
Germany,1 - 1,South Korea,56,-42
Mexico,1 - 1,Sweden,56,41
Mexico,2 - 2,South Korea,56,-28
Sweden,2 - 0,South Korea,56,12
Belgium,2 - 1,Panama,56,13
Belgium,3 - 0,Tunesia,56,27
Belgium,3 - 2,England,56,-45
Panama,1 - 3,Tunesia,56,47
Panama,1 - 1,England,56,-30
Tunesia,1 - 0,England,56,14
Poland,1 - 1,Senegal,56,16
Poland,2 - 3,Colombia,56,32
Poland,1 - 2,Japan,56,-48
Senegal,1 - 2,Colombia,56,46
Senegal,2 - 1,Japan,56,-31
Colombia,3 - 0,Japan,56,15
Russia,4 - 1,Saudi Arabia,57,1
Russia,3 - 2,Egypt,57,17
Russia,0 - 1,Uruguay,57,-34
Saudi Arabia,1 - 4,Egypt,57,33
Saudi Arabia,1 - 0,Uruguay,57,-19
Egypt,2 - 2,Uruguay,57,2
Portugal,0 - 1,Spain,57,4
Portugal,3 - 1,Morocco,57,18
Portugal,2 - 1,Iran,57,-35
Spain,1 - 0,Morocco,57,36
Spain,3 - 0,Iran,57,-20
Morocco,2 - 2,Iran,57,3
France,4 - 1,Australia,57,5
France,1 - 0,Peru,57,22
France,3 - 3,Denmark,57,-38
Australia,0 - 1,Peru,57,37
Australia,0 - 4,Denmark,57,-21
Peru,0 - 2,Denmark,57,7
Argentina,1 - 0,Island,57,6
Argentina,3 - 0,Croatia,57,23
Argentina,3 - 1,Nigeria,57,-39
Island,0 - 3,Croatia,57,40
Island,1 - 0,Nigeria,57,-25
Croatia,3 - 0,Nigeria,57,8
Brazil,0 - 0,Switzerland,57,11
Brazil,2 - 2,Costa Rica,57,24
Brazil,0 - 0,Serbia,57,-43
Switzerland,1 - 0,Costa Rica,57,44
Switzerland,2 - 1,Serbia,57,-26
Costa Rica,1 - 1,Serbia,57,9
Germany,4 - 1,Mexico,57,10
Germany,2 - 2,Sweden,57,29
Germany,4 - 1,South Korea,57,-42
Mexico,1 - 1,Sweden,57,41
Mexico,3 - 0,South Korea,57,-28
Sweden,1 - 0,South Korea,57,12
Belgium,2 - 0,Panama,57,13
Belgium,3 - 1,Tunesia,57,27
Belgium,2 - 1,England,57,-45
Panama,1 - 0,Tunesia,57,47
Panama,2 - 3,England,57,-30
Tunesia,0 - 3,England,57,14
Poland,0 - 0,Senegal,57,16
Poland,0 - 2,Colombia,57,32
Poland,1 - 1,Japan,57,-48
Senegal,1 - 1,Colombia,57,46
Senegal,5 - 1,Japan,57,-31
Colombia,1 - 0,Japan,57,15
Russia,4 - 0,Saudi Arabia,58,1
Russia,3 - 3,Egypt,58,17
Russia,0 - 1,Uruguay,58,-34
Saudi Arabia,0 - 0,Egypt,58,33
Saudi Arabia,0 - 4,Uruguay,58,-19
Egypt,0 - 0,Uruguay,58,2
Portugal,1 - 2,Spain,58,4
Portugal,0 - 0,Morocco,58,18
Portugal,2 - 0,Iran,58,-35
Spain,4 - 0,Morocco,58,36
Spain,1 - 2,Iran,58,-20
Morocco,1 - 3,Iran,58,3
France,2 - 1,Australia,58,5
France,3 - 0,Peru,58,22
France,2 - 2,Denmark,58,-38
Australia,2 - 1,Peru,58,37
Australia,1 - 0,Denmark,58,-21
Peru,3 - 3,Denmark,58,7
Argentina,2 - 1,Island,58,6
