0,1,2,3,4
Croatia,1 - 1,Nigeria,14,8
Brazil,1 - 1,Switzerland,14,11
Brazil,5 - 1,Costa Rica,14,24
Brazil,2 - 2,Serbia,14,-43
Switzerland,1 - 2,Costa Rica,14,44
Switzerland,1 - 1,Serbia,14,-26
Costa Rica,3 - 2,Serbia,14,9
Germany,1 - 0,Mexico,14,10
Germany,0 - 0,Sweden,14,29
Germany,3 - 2,South Korea,14,-42
Mexico,4 - 1,Sweden,14,41
Mexico,5 - 2,South Korea,14,-28
Sweden,2 - 1,South Korea,14,12
Belgium,3 - 1,Panama,14,13
Belgium,2 - 0,Tunesia,14,27
Belgium,4 - 3,England,14,-45
Panama,0 - 1,Tunesia,14,47
Panama,3 - 2,England,14,-30
Tunesia,1 - 5,England,14,14
Poland,1 - 3,Senegal,14,16
Poland,2 - 2,Colombia,14,32
Poland,1 - 3,Japan,14,-48
Senegal,2 - 3,Colombia,14,46
Senegal,4 - 2,Japan,14,-31
Colombia,1 - 0,Japan,14,15
Russia,3 - 1,Saudi Arabia,15,1
Russia,1 - 1,Egypt,15,17
Russia,1 - 4,Uruguay,15,-34
Saudi Arabia,2 - 2,Egypt,15,33
Saudi Arabia,0 - 0,Uruguay,15,-19
Egypt,0 - 3,Uruguay,15,2
Portugal,1 - 2,Spain,15,4
Portugal,2 - 0,Morocco,15,18
Portugal,3 - 1,Iran,15,-35
Spain,0 - 0,Morocco,15,36
Spain,2 - 0,Iran,15,-20
Morocco,2 - 3,Iran,15,3
France,1 - 0,Australia,15,5
France,1 - 1,Peru,15,22
France,2 - 2,Denmark,15,-38
Australia,1 - 2,Peru,15,37
Australia,1 - 4,Denmark,15,-21
Peru,1 - 1,Denmark,15,7
Argentina,2 - 1,Island,15,6
Argentina,1 - 2,Croatia,15,23
Argentina,0 - 2,Nigeria,15,-39
Island,0 - 2,Croatia,15,40
Island,3 - 2,Nigeria,15,-25
Croatia,2 - 1,Nigeria,15,8
Brazil,3 - 1,Switzerland,15,11
Brazil,1 - 1,Costa Rica,15,24
Brazil,3 - 0,Serbia,15,-43
Switzerland,3 - 1,Costa Rica,15,44
Switzerland,2 - 0,Serbia,15,-26
Costa Rica,2 - 2,Serbia,15,9
Germany,5 - 1,Mexico,15,10
Germany,0 - 0,Sweden,15,29
Germany,3 - 0,South Korea,15,-42
Mexico,1 - 1,Sweden,15,41
Mexico,3 - 1,South Korea,15,-28
Sweden,2 - 2,South Korea,15,12
Belgium,1 - 0,Panama,15,13
Belgium,1 - 2,Tunesia,15,27
Belgium,0 - 1,England,15,-45
Panama,2 - 2,Tunesia,15,47
Panama,0 - 1,England,15,-30
Tunesia,1 - 1,England,15,14
Poland,1 - 5,Senegal,15,16
Poland,2 - 2,Colombia,15,32
Poland,2 - 2,Japan,15,-48
Senegal,2 - 1,Colombia,15,46
Senegal,2 - 0,Japan,15,-31
Colombia,3 - 1,Japan,15,15
Russia,2 - 1,Saudi Arabia,16,1
Russia,3 - 2,Egypt,16,17
Russia,1 - 3,Uruguay,16,-34
Saudi Arabia,1 - 3,Egypt,16,33
Saudi Arabia,1 - 2,Uruguay,16,-19
Egypt,1 - 3,Uruguay,16,2
Portugal,1 - 0,Spain,16,4
Portugal,1 - 2,Morocco,16,18
Portugal,0 - 1,Iran,16,-35
Spain,1 - 1,Morocco,16,36
Spain,3 - 2,Iran,16,-20
Morocco,1 - 1,Iran,16,3
France,1 - 0,Australia,16,5
France,2 - 1,Peru,16,22
France,1 - 2,Denmark,16,-38
Australia,1 - 1,Peru,16,37
Australia,1 - 3,Denmark,16,-21
Peru,1 - 3,Denmark,16,7
Argentina,0 - 1,Island,16,6
Argentina,1 - 1,Croatia,16,23
Argentina,2 - 0,Nigeria,16,-39
Island,2 - 4,Croatia,16,40
Island,1 - 2,Nigeria,16,-25
Croatia,3 - 1,Nigeria,16,8
Brazil,1 - 0,Switzerland,16,11
Brazil,1 - 0,Costa Rica,16,24
Brazil,2 - 1,Serbia,16,-43
Switzerland,1 - 0,Costa Rica,16,44
Switzerland,1 - 3,Serbia,16,-26
Costa Rica,0 - 1,Serbia,16,9
Germany,4 - 2,Mexico,16,10
Germany,2 - 0,Sweden,16,29
Germany,4 - 2,South Korea,16,-42
Mexico,0 - 1,Sweden,16,41
Mexico,4 - 2,South Korea,16,-28
Sweden,0 - 1,South Korea,16,12
Belgium,5 - 1,Panama,16,13
Belgium,2 - 2,Tunesia,16,27
Belgium,1 - 2,England,16,-45
Panama,1 - 2,Tunesia,16,47
Panama,0 - 2,England,16,-30
Tunesia,1 - 1,England,16,14
Poland,0 - 4,Senegal,16,16
Poland,4 - 3,Colombia,16,32
Poland,2 - 1,Japan,16,-48
Senegal,0 - 3,Colombia,16,46
Senegal,2 - 0,Japan,16,-31
Colombia,2 - 0,Japan,16,15
Russia,3 - 3,Saudi Arabia,17,1
Russia,1 - 2,Egypt,17,17
Russia,1 - 1,Uruguay,17,-34
Saudi Arabia,0 - 2,Egypt,17,33
Saudi Arabia,0 - 1,Uruguay,17,-19
Egypt,0 - 3,Uruguay,17,2
Portugal,0 - 3,Spain,17,4
Portugal,2 - 1,Morocco,17,18
Portugal,1 - 1,Iran,17,-35
Spain,1 - 1,Morocco,17,36
Spain,3 - 1,Iran,17,-20
Morocco,2 - 0,Iran,17,3
France,3 - 0,Australia,17,5
France,2 - 0,Peru,17,22
France,3 - 1,Denmark,17,-38
Australia,3 - 3,Peru,17,37
Australia,0 - 1,Denmark,17,-21
Peru,2 - 1,Denmark,17,7
Argentina,4 - 2,Island,17,6
Argentina,2 - 2,Croatia,17,23
Argentina,4 - 3,Nigeria,17,-39
Island,2 - 1,Croatia,17,40
Island,4 - 0,Nigeria,17,-25
Croatia,2 - 1,Nigeria,17,8
Brazil,3 - 2,Switzerland,17,11
Brazil,3 - 0,Costa Rica,17,24
Brazil,2 - 0,Serbia,17,-43
Switzerland,1 - 2,Costa Rica,17,44
Switzerland,2 - 0,Serbia,17,-26
Costa Rica,2 - 2,Serbia,17,9
Germany,3 - 0,Mexico,17,10
Germany,0 - 3,Sweden,17,29
Germany,1 - 1,South Korea,17,-42
Mexico,0 - 2,Sweden,17,41
Mexico,5 - 0,South Korea,17,-28
Sweden,1 - 2,South Korea,17,12
Belgium,4 - 0,Panama,17,13
Belgium,4 - 1,Tunesia,17,27
Belgium,1 - 3,England,17,-45
Panama,1 - 0,Tunesia,17,47
Panama,0 - 5,England,17,-30
Tunesia,0 - 4,England,17,14
Poland,1 - 2,Senegal,17,16
Poland,2 - 2,Colombia,17,32
Poland,3 - 0,Japan,17,-48
Senegal,2 - 1,Colombia,17,46
Senegal,1 - 1,Japan,17,-31
Colombia,1 - 0,Japan,17,15
Russia,2 - 3,Saudi Arabia,18,1
Russia,5 - 1,Egypt,18,17
Russia,1 - 4,Uruguay,18,-34
Saudi Arabia,1 - 2,Egypt,18,33
Saudi Arabia,2 - 3,Uruguay,18,-19
Egypt,0 - 3,Uruguay,18,2
Portugal,0 - 3,Spain,18,4
Portugal,3 - 2,Morocco,18,18
Portugal,3 - 1,Iran,18,-35
Spain,3 - 1,Morocco,18,36
Spain,2 - 1,Iran,18,-20
Morocco,1 - 2,Iran,18,3
France,3 - 0,Australia,18,5
France,0 - 0,Peru,18,22
France,2 - 1,Denmark,18,-38
Australia,0 - 3,Peru,18,37
Australia,1 - 2,Denmark,18,-21
Peru,1 - 0,Denmark,18,7
Argentina,1 - 1,Island,18,6
Argentina,1 - 1,Croatia,18,23
Argentina,0 - 0,Nigeria,18,-39
Island,1 - 0,Croatia,18,40
Island,1 - 1,Nigeria,18,-25
Croatia,1 - 1,Nigeria,18,8
Brazil,1 - 2,Switzerland,18,11
Brazil,3 - 2,Costa Rica,18,24
Brazil,3 - 2,Serbia,18,-43
Switzerland,1 - 0,Costa Rica,18,44
Switzerland,3 - 1,Serbia,18,-26
Costa Rica,1 - 4,Serbia,18,9
Germany,2 - 4,Mexico,18,10
Germany,4 - 2,Sweden,18,29
Germany,1 - 2,South Korea,18,-42
Mexico,0 - 1,Sweden,18,41
Mexico,0 - 0,South Korea,18,-28
Sweden,1 - 1,South Korea,18,12
Belgium,2 - 0,Panama,18,13
Belgium,3 - 0,Tunesia,18,27
Belgium,2 - 1,England,18,-45
Panama,2 - 2,Tunesia,18,47
Panama,0 - 2,England,18,-30
Tunesia,0 - 4,England,18,14
Poland,2 - 1,Senegal,18,16
Poland,0 - 1,Colombia,18,32
Poland,3 - 0,Japan,18,-48
Senegal,2 - 2,Colombia,18,46
Senegal,0 - 2,Japan,18,-31
Colombia,2 - 0,Japan,18,15
Russia,3 - 0,Saudi Arabia,19,1
Russia,4 - 2,Egypt,19,17
Russia,0 - 3,Uruguay,19,-34
Saudi Arabia,1 - 2,Egypt,19,33
Saudi Arabia,0 - 4,Uruguay,19,-19
Egypt,2 - 2,Uruguay,19,2
Portugal,0 - 6,Spain,19,4
Portugal,3 - 0,Morocco,19,18
Portugal,5 - 1,Iran,19,-35
Spain,1 - 1,Morocco,19,36
Spain,1 - 1,Iran,19,-20
Morocco,2 - 1,Iran,19,3
France,2 - 0,Australia,19,5
France,4 - 2,Peru,19,22
France,3 - 0,Denmark,19,-38
Australia,3 - 2,Peru,19,37
Australia,0 - 1,Denmark,19,-21
Peru,1 - 4,Denmark,19,7
Argentina,2 - 2,Island,19,6
Argentina,3 - 2,Croatia,19,23
Argentina,1 - 2,Nigeria,19,-39
Island,0 - 2,Croatia,19,40
Island,1 - 1,Nigeria,19,-25
Croatia,1 - 1,Nigeria,19,8
Brazil,0 - 1,Switzerland,19,11
Brazil,3 - 0,Costa Rica,19,24
Brazil,3 - 1,Serbia,19,-43
Switzerland,1 - 0,Costa Rica,19,44
Switzerland,3 - 1,Serbia,19,-26
Costa Rica,2 - 2,Serbia,19,9
Germany,1 - 1,Mexico,19,10
Germany,3 - 0,Sweden,19,29
Germany,2 - 1,South Korea,19,-42
Mexico,2 - 0,Sweden,19,41
Mexico,3 - 2,South Korea,19,-28
Sweden,0 - 2,South Korea,19,12
Belgium,1 - 0,Panama,19,13
Belgium,3 - 0,Tunesia,19,27
Belgium,1 - 2,England,19,-45
Panama,1 - 3,Tunesia,19,47
Panama,0 - 1,England,19,-30
Tunesia,0 - 3,England,19,14
Poland,0 - 0,Senegal,19,16
Poland,1 - 2,Colombia,19,32
Poland,6 - 1,Japan,19,-48
Senegal,3 - 3,Colombia,19,46
Senegal,3 - 1,Japan,19,-31
Colombia,5 - 0,Japan,19,15
Russia,0 - 0,Saudi Arabia,20,1
Russia,0 - 1,Egypt,20,17
Russia,0 - 4,Uruguay,20,-34
Saudi Arabia,1 - 3,Egypt,20,33
Saudi Arabia,0 - 7,Uruguay,20,-19
Egypt,1 - 4,Uruguay,20,2
Portugal,1 - 0,Spain,20,4
Portugal,1 - 2,Morocco,20,18
Portugal,1 - 0,Iran,20,-35
Spain,1 - 0,Morocco,20,36
Spain,5 - 0,Iran,20,-20
Morocco,1 - 2,Iran,20,3
France,3 - 1,Australia,20,5
France,3 - 1,Peru,20,22
France,3 - 0,Denmark,20,-38
Australia,2 - 2,Peru,20,37
Australia,1 - 3,Denmark,20,-21
Peru,2 - 3,Denmark,20,7
Argentina,2 - 1,Island,20,6
Argentina,3 - 2,Croatia,20,23
Argentina,1 - 1,Nigeria,20,-39
Island,1 - 2,Croatia,20,40
Island,2 - 0,Nigeria,20,-25
Croatia,4 - 0,Nigeria,20,8
Brazil,2 - 1,Switzerland,20,11
Brazil,3 - 0,Costa Rica,20,24
Brazil,2 - 0,Serbia,20,-43
Switzerland,1 - 2,Costa Rica,20,44
Switzerland,4 - 0,Serbia,20,-26
Costa Rica,2 - 2,Serbia,20,9
Germany,4 - 2,Mexico,20,10
Germany,3 - 1,Sweden,20,29
Germany,2 - 1,South Korea,20,-42
Mexico,0 - 1,Sweden,20,41
Mexico,2 - 3,South Korea,20,-28
Sweden,4 - 3,South Korea,20,12
Belgium,1 - 0,Panama,20,13
Belgium,2 - 2,Tunesia,20,27
Belgium,1 - 2,England,20,-45
Panama,1 - 2,Tunesia,20,47
Panama,0 - 4,England,20,-30
Tunesia,0 - 1,England,20,14
Poland,1 - 1,Senegal,20,16
Poland,2 - 2,Colombia,20,32
Poland,3 - 0,Japan,20,-48
Senegal,1 - 3,Colombia,20,46
Senegal,0 - 1,Japan,20,-31
Colombia,3 - 1,Japan,20,15
Russia,2 - 2,Saudi Arabia,21,1
Russia,2 - 2,Egypt,21,17
Russia,2 - 2,Uruguay,21,-34
Saudi Arabia,1 - 1,Egypt,21,33
Saudi Arabia,0 - 3,Uruguay,21,-19
Egypt,1 - 2,Uruguay,21,2
Portugal,3 - 2,Spain,21,4
Portugal,3 - 1,Morocco,21,18
Portugal,5 - 0,Iran,21,-35
Spain,2 - 0,Morocco,21,36
Spain,4 - 1,Iran,21,-20
Morocco,0 - 2,Iran,21,3
France,4 - 1,Australia,21,5
France,3 - 0,Peru,21,22
France,2 - 3,Denmark,21,-38
Australia,1 - 1,Peru,21,37
Australia,0 - 2,Denmark,21,-21
Peru,2 - 4,Denmark,21,7
Argentina,2 - 1,Island,21,6
Argentina,3 - 1,Croatia,21,23
Argentina,4 - 0,Nigeria,21,-39
Island,0 - 3,Croatia,21,40
Island,2 - 1,Nigeria,21,-25
Croatia,2 - 1,Nigeria,21,8
Brazil,2 - 2,Switzerland,21,11
Brazil,1 - 0,Costa Rica,21,24
Brazil,4 - 0,Serbia,21,-43
Switzerland,3 - 2,Costa Rica,21,44
Switzerland,3 - 0,Serbia,21,-26
Costa Rica,2 - 1,Serbia,21,9
Germany,1 - 3,Mexico,21,10
Germany,2 - 1,Sweden,21,29
Germany,3 - 2,South Korea,21,-42
Mexico,1 - 2,Sweden,21,41
Mexico,1 - 0,South Korea,21,-28
Sweden,2 - 3,South Korea,21,12
Belgium,2 - 1,Panama,21,13
Belgium,0 - 1,Tunesia,21,27
Belgium,0 - 4,England,21,-45
Panama,2 - 1,Tunesia,21,47
Panama,2 - 1,England,21,-30
Tunesia,0 - 3,England,21,14
Poland,1 - 1,Senegal,21,16
Poland,0 - 1,Colombia,21,32
Poland,4 - 1,Japan,21,-48
Senegal,0 - 2,Colombia,21,46
Senegal,3 - 1,Japan,21,-31
Colombia,4 - 1,Japan,21,15
Russia,2 - 2,Saudi Arabia,22,1
Russia,6 - 2,Egypt,22,17
Russia,1 - 2,Uruguay,22,-34
Saudi Arabia,2 - 1,Egypt,22,33
Saudi Arabia,0 - 3,Uruguay,22,-19
Egypt,0 - 2,Uruguay,22,2
Portugal,0 - 1,Spain,22,4
Portugal,3 - 1,Morocco,22,18
Portugal,3 - 0,Iran,22,-35
Spain,3 - 1,Morocco,22,36
Spain,2 - 2,Iran,22,-20
Morocco,2 - 1,Iran,22,3
France,2 - 0,Australia,22,5
France,1 - 1,Peru,22,22
France,3 - 0,Denmark,22,-38
Australia,0 - 2,Peru,22,37
Australia,2 - 0,Denmark,22,-21
Peru,2 - 0,Denmark,22,7
Argentina,2 - 0,Island,22,6
Argentina,2 - 2,Croatia,22,23
Argentina,4 - 3,Nigeria,22,-39
Island,1 - 4,Croatia,22,40
Island,2 - 1,Nigeria,22,-25
Croatia,2 - 1,Nigeria,22,8
Brazil,2 - 3,Switzerland,22,11
Brazil,4 - 0,Costa Rica,22,24
Brazil,1 - 1,Serbia,22,-43
Switzerland,2 - 3,Costa Rica,22,44
Switzerland,2 - 3,Serbia,22,-26
Costa Rica,2 - 2,Serbia,22,9
Germany,1 - 3,Mexico,22,10
Germany,2 - 0,Sweden,22,29
Germany,2 - 0,South Korea,22,-42
Mexico,1 - 0,Sweden,22,41
Mexico,3 - 1,South Korea,22,-28
Sweden,3 - 1,South Korea,22,12
Belgium,6 - 0,Panama,22,13
Belgium,2 - 1,Tunesia,22,27
Belgium,2 - 2,England,22,-45
Panama,3 - 2,Tunesia,22,47
Panama,0 - 4,England,22,-30
Tunesia,3 - 1,England,22,14
Poland,1 - 3,Senegal,22,16
Poland,3 - 1,Colombia,22,32
Poland,4 - 0,Japan,22,-48
Senegal,2 - 2,Colombia,22,46
Senegal,0 - 0,Japan,22,-31
Colombia,0 - 0,Japan,22,15
Russia,1 - 2,Saudi Arabia,23,1
Russia,3 - 0,Egypt,23,17
Russia,2 - 4,Uruguay,23,-34
Saudi Arabia,0 - 1,Egypt,23,33
Saudi Arabia,0 - 1,Uruguay,23,-19
Egypt,1 - 1,Uruguay,23,2
Portugal,1 - 3,Spain,23,4
Portugal,1 - 2,Morocco,23,18
Portugal,3 - 0,Iran,23,-35
Spain,4 - 1,Morocco,23,36
Spain,0 - 0,Iran,23,-20
Morocco,1 - 0,Iran,23,3
France,2 - 1,Australia,23,5
France,4 - 1,Peru,23,22
France,2 - 0,Denmark,23,-38
Australia,1 - 1,Peru,23,37
Australia,0 - 2,Denmark,23,-21
Peru,1 - 2,Denmark,23,7
Argentina,0 - 0,Island,23,6
Argentina,1 - 0,Croatia,23,23
Argentina,4 - 1,Nigeria,23,-39
Island,0 - 2,Croatia,23,40
Island,1 - 1,Nigeria,23,-25
Croatia,2 - 1,Nigeria,23,8
Brazil,1 - 0,Switzerland,23,11
Brazil,3 - 1,Costa Rica,23,24
Brazil,2 - 0,Serbia,23,-43
Switzerland,1 - 1,Costa Rica,23,44
Switzerland,2 - 0,Serbia,23,-26
Costa Rica,0 - 2,Serbia,23,9
Germany,1 - 0,Mexico,23,10
Germany,3 - 0,Sweden,23,29
Germany,2 - 1,South Korea,23,-42
Mexico,1 - 1,Sweden,23,41
Mexico,1 - 0,South Korea,23,-28
Sweden,2 - 1,South Korea,23,12
Belgium,1 - 1,Panama,23,13
Belgium,0 - 0,Tunesia,23,27
Belgium,1 - 1,England,23,-45
Panama,0 - 1,Tunesia,23,47
Panama,0 - 3,England,23,-30
Tunesia,1 - 4,England,23,14
Poland,1 - 1,Senegal,23,16
Poland,1 - 3,Colombia,23,32
Poland,1 - 0,Japan,23,-48
Senegal,0 - 2,Colombia,23,46
Senegal,0 - 3,Japan,23,-31
Colombia,3 - 0,Japan,23,15
Russia,2 - 0,Saudi Arabia,24,1
Russia,3 - 0,Egypt,24,17
Russia,1 - 3,Uruguay,24,-34
Saudi Arabia,2 - 0,Egypt,24,33
Saudi Arabia,1 - 1,Uruguay,24,-19
Egypt,2 - 3,Uruguay,24,2
Portugal,3 - 2,Spain,24,4
Portugal,1 - 0,Morocco,24,18
Portugal,2 - 1,Iran,24,-35
Spain,2 - 2,Morocco,24,36
Spain,2 - 1,Iran,24,-20
Morocco,1 - 1,Iran,24,3
France,0 - 0,Australia,24,5
France,2 - 1,Peru,24,22
France,1 - 2,Denmark,24,-38
Australia,4 - 1,Peru,24,37
Australia,0 - 0,Denmark,24,-21
Peru,2 - 1,Denmark,24,7
Argentina,3 - 1,Island,24,6
Argentina,2 - 3,Croatia,24,23
Argentina,3 - 2,Nigeria,24,-39
Island,0 - 1,Croatia,24,40
Island,3 - 1,Nigeria,24,-25
Croatia,1 - 1,Nigeria,24,8
Brazil,2 - 0,Switzerland,24,11
Brazil,5 - 1,Costa Rica,24,24
Brazil,3 - 0,Serbia,24,-43
Switzerland,4 - 0,Costa Rica,24,44
Switzerland,3 - 1,Serbia,24,-26
Costa Rica,1 - 1,Serbia,24,9
Germany,4 - 2,Mexico,24,10
Germany,2 - 2,Sweden,24,29
Germany,3 - 0,South Korea,24,-42
Mexico,3 - 1,Sweden,24,41
Mexico,3 - 0,South Korea,24,-28
Sweden,2 - 1,South Korea,24,12
Belgium,0 - 0,Panama,24,13
Belgium,1 - 1,Tunesia,24,27
Belgium,2 - 1,England,24,-45
Panama,0 - 1,Tunesia,24,47
Panama,1 - 3,England,24,-30
Tunesia,1 - 2,England,24,14
Poland,4 - 2,Senegal,24,16
Poland,2 - 2,Colombia,24,32
Poland,2 - 0,Japan,24,-48
Senegal,0 - 1,Colombia,24,46
Senegal,2 - 2,Japan,24,-31
Colombia,2 - 1,Japan,24,15
Russia,2 - 1,Saudi Arabia,25,1
Russia,4 - 1,Egypt,25,17
Russia,0 - 0,Uruguay,25,-34
Saudi Arabia,2 - 2,Egypt,25,33
Saudi Arabia,1 - 2,Uruguay,25,-19
Egypt,0 - 1,Uruguay,25,2
Portugal,2 - 0,Spain,25,4
Portugal,1 - 2,Morocco,25,18
Portugal,5 - 0,Iran,25,-35
Spain,2 - 0,Morocco,25,36
Spain,3 - 0,Iran,25,-20
Morocco,1 - 1,Iran,25,3
France,1 - 1,Australia,25,5
France,2 - 0,Peru,25,22
France,1 - 1,Denmark,25,-38
Australia,3 - 4,Peru,25,37
Australia,3 - 4,Denmark,25,-21
Peru,2 - 3,Denmark,25,7
Argentina,4 - 1,Island,25,6
Argentina,2 - 0,Croatia,25,23
Argentina,2 - 1,Nigeria,25,-39
Island,1 - 0,Croatia,25,40
Island,2 - 2,Nigeria,25,-25
Croatia,2 - 2,Nigeria,25,8
Brazil,4 - 2,Switzerland,25,11
Brazil,3 - 0,Costa Rica,25,24
Brazil,2 - 1,Serbia,25,-43
Switzerland,2 - 1,Costa Rica,25,44
Switzerland,1 - 1,Serbia,25,-26
Costa Rica,1 - 2,Serbia,25,9
Germany,1 - 0,Mexico,25,10
Germany,1 - 4,Sweden,25,29
Germany,3 - 1,South Korea,25,-42
Mexico,0 - 2,Sweden,25,41
Mexico,1 - 1,South Korea,25,-28
Sweden,1 - 3,South Korea,25,12
Belgium,4 - 0,Panama,25,13
Belgium,3 - 0,Tunesia,25,27
Belgium,3 - 5,England,25,-45
Panama,2 - 0,Tunesia,25,47
Panama,0 - 2,England,25,-30
Tunesia,1 - 3,England,25,14
Poland,0 - 2,Senegal,25,16
Poland,3 - 2,Colombia,25,32
Poland,1 - 2,Japan,25,-48
Senegal,1 - 2,Colombia,25,46
Senegal,4 - 3,Japan,25,-31
Colombia,2 - 0,Japan,25,15
Russia,3 - 1,Saudi Arabia,26,1
Russia,2 - 1,Egypt,26,17
Russia,2 - 0,Uruguay,26,-34
Saudi Arabia,1 - 1,Egypt,26,33
Saudi Arabia,0 - 1,Uruguay,26,-19
Egypt,0 - 0,Uruguay,26,2
Portugal,3 - 3,Spain,26,4
Portugal,1 - 2,Morocco,26,18
Portugal,3 - 1,Iran,26,-35
Spain,2 - 0,Morocco,26,36
Spain,1 - 1,Iran,26,-20
Morocco,3 - 2,Iran,26,3
France,6 - 0,Australia,26,5
France,1 - 2,Peru,26,22
France,1 - 1,Denmark,26,-38
Australia,2 - 2,Peru,26,37
Australia,0 - 3,Denmark,26,-21
Peru,2 - 2,Denmark,26,7
Argentina,4 - 1,Island,26,6
Argentina,1 - 2,Croatia,26,23
Argentina,2 - 0,Nigeria,26,-39
Island,0 - 1,Croatia,26,40
Island,1 - 3,Nigeria,26,-25
Croatia,3 - 3,Nigeria,26,8
Brazil,2 - 1,Switzerland,26,11
Brazil,7 - 1,Costa Rica,26,24
Brazil,2 - 0,Serbia,26,-43
Switzerland,1 - 0,Costa Rica,26,44
Switzerland,1 - 2,Serbia,26,-26
Costa Rica,2 - 3,Serbia,26,9
Germany,4 - 3,Mexico,26,10
Germany,2 - 1,Sweden,26,29
Germany,0 - 0,South Korea,26,-42
Mexico,0 - 1,Sweden,26,41
Mexico,2 - 1,South Korea,26,-28
Sweden,2 - 0,South Korea,26,12
Belgium,1 - 1,Panama,26,13
Belgium,3 - 1,Tunesia,26,27
Belgium,0 - 2,England,26,-45
Panama,0 - 1,Tunesia,26,47
Panama,0 - 2,England,26,-30
Tunesia,2 - 0,England,26,14
Poland,1 - 4,Senegal,26,16
Poland,1 - 2,Colombia,26,32
Poland,3 - 1,Japan,26,-48
Senegal,0 - 2,Colombia,26,46
Senegal,2 - 4,Japan,26,-31
Colombia,2 - 3,Japan,26,15
Russia,1 - 2,Saudi Arabia,27,1
Russia,0 - 1,Egypt,27,17
Russia,0 - 2,Uruguay,27,-34
Saudi Arabia,2 - 0,Egypt,27,33
Saudi Arabia,0 - 4,Uruguay,27,-19
Egypt,2 - 3,Uruguay,27,2
Portugal,0 - 1,Spain,27,4
Portugal,3 - 1,Morocco,27,18
Portugal,3 - 1,Iran,27,-35
Spain,0 - 1,Morocco,27,36
Spain,3 - 1,Iran,27,-20
Morocco,1 - 0,Iran,27,3
France,1 - 1,Australia,27,5
France,3 - 1,Peru,27,22
France,2 - 1,Denmark,27,-38
Australia,3 - 0,Peru,27,37
Australia,0 - 1,Denmark,27,-21
Peru,1 - 1,Denmark,27,7
Argentina,1 - 0,Island,27,6
Argentina,3 - 2,Croatia,27,23
Argentina,2 - 2,Nigeria,27,-39
Island,0 - 0,Croatia,27,40
Island,1 - 1,Nigeria,27,-25
Croatia,1 - 1,Nigeria,27,8
Brazil,2 - 0,Switzerland,27,11
Brazil,2 - 1,Costa Rica,27,24
Brazil,4 - 0,Serbia,27,-43
Switzerland,2 - 1,Costa Rica,27,44
Switzerland,3 - 1,Serbia,27,-26
Costa Rica,2 - 0,Serbia,27,9
Germany,4 - 0,Mexico,27,10
Germany,0 - 2,Sweden,27,29
Germany,3 - 1,South Korea,27,-42
Mexico,2 - 3,Sweden,27,41
Mexico,2 - 0,South Korea,27,-28
Sweden,4 - 1,South Korea,27,12
Belgium,3 - 1,Panama,27,13
Belgium,3 - 0,Tunesia,27,27
Belgium,4 - 2,England,27,-45
Panama,1 - 0,Tunesia,27,47
Panama,1 - 5,England,27,-30
Tunesia,0 - 3,England,27,14
Poland,1 - 0,Senegal,27,16
Poland,0 - 1,Colombia,27,32
Poland,1 - 2,Japan,27,-48
Senegal,1 - 1,Colombia,27,46
Senegal,3 - 1,Japan,27,-31
Colombia,4 - 2,Japan,27,15
Russia,3 - 3,Saudi Arabia,28,1
Russia,2 - 0,Egypt,28,17
Russia,0 - 5,Uruguay,28,-34
Saudi Arabia,2 - 3,Egypt,28,33
Saudi Arabia,0 - 0,Uruguay,28,-19
Egypt,2 - 3,Uruguay,28,2
Portugal,3 - 2,Spain,28,4
Portugal,2 - 1,Morocco,28,18
Portugal,2 - 0,Iran,28,-35
Spain,4 - 1,Morocco,28,36
Spain,2 - 0,Iran,28,-20
Morocco,0 - 1,Iran,28,3
France,2 - 0,Australia,28,5
France,2 - 1,Peru,28,22
France,3 - 0,Denmark,28,-38
Australia,0 - 1,Peru,28,37
Australia,0 - 1,Denmark,28,-21
Peru,2 - 3,Denmark,28,7
Argentina,1 - 1,Island,28,6
Argentina,2 - 2,Croatia,28,23
Argentina,2 - 2,Nigeria,28,-39
Island,0 - 2,Croatia,28,40
Island,2 - 1,Nigeria,28,-25
Croatia,5 - 0,Nigeria,28,8
Brazil,1 - 1,Switzerland,28,11
Brazil,3 - 0,Costa Rica,28,24
Brazil,2 - 1,Serbia,28,-43
Switzerland,2 - 1,Costa Rica,28,44
Switzerland,1 - 0,Serbia,28,-26
Costa Rica,2 - 2,Serbia,28,9
Germany,1 - 2,Mexico,28,10
Germany,2 - 1,Sweden,28,29
Germany,1 - 0,South Korea,28,-42
Mexico,2 - 2,Sweden,28,41
Mexico,3 - 3,South Korea,28,-28
Sweden,2 - 1,South Korea,28,12
Belgium,4 - 0,Panama,28,13
Belgium,0 - 0,Tunesia,28,27
Belgium,4 - 2,England,28,-45
Panama,2 - 0,Tunesia,28,47
Panama,0 - 1,England,28,-30
Tunesia,2 - 3,England,28,14
Poland,0 - 1,Senegal,28,16
Poland,0 - 0,Colombia,28,32
Poland,1 - 2,Japan,28,-48
Senegal,1 - 2,Colombia,28,46
Senegal,2 - 1,Japan,28,-31
Colombia,5 - 0,Japan,28,15
Russia,2 - 1,Saudi Arabia,29,1
Russia,1 - 1,Egypt,29,17
Russia,4 - 2,Uruguay,29,-34
Saudi Arabia,0 - 8,Egypt,29,33
Saudi Arabia,1 - 3,Uruguay,29,-19
